Co-term, , , , , , , ,Target,Co-term
Dynasty,shi,han,houhan,sanguo,jiutang,song,ming,Total,Total
棉,0,0,0,0,0,4,33,37,37
璑,0,0,0,0,0,6,0,6,6
㺪,0,0,0,0,0,6,0,6,6
䃤,0,0,0,0,0,2,0,2,2
㤵,0,0,0,0,0,3,0,3,3
㤐,0,0,0,0,0,7,0,7,7
𥚻,0,0,0,0,0,3,0,3,3
䚱,0,0,0,0,0,5,0,5,5
𢏎,0,0,0,0,0,2,0,2,2
𢏤,0,0,0,0,0,4,0,4,4
忯,0,0,0,0,0,3,0,3,3
𤲮,0,0,0,0,0,2,0,2,2
𢖉,0,0,0,0,0,2,0,2,2
䝷,0,0,0,0,0,4,0,4,4
𧧷,0,0,0,0,0,5,0,5,5
櫖,0,0,0,0,0,3,0,3,3
㬩,0,0,0,0,0,5,0,5,5
㺱,0,0,0,0,0,2,0,2,2
謭,0,0,0,0,0,4,0,4,4
𡵚,0,0,0,0,0,3,0,3,3
𥓌,0,0,0,0,0,2,0,2,2
虆,0,0,0,0,0,3,0,3,3
燆,0,0,0,0,0,3,4,7,7
爥,0,0,0,0,0,2,1,3,3
烸,0,0,0,0,0,2,0,2,2
𥳿,0,0,0,0,0,3,0,3,3
綨,0,0,0,0,0,4,0,4,4
𠆼,0,0,0,0,0,4,0,4,4
梥,0,0,0,0,0,3,0,3,3
𢈴,0,0,0,0,0,2,0,2,2
嘕,0,0,0,0,0,4,0,4,4
𦷿,0,0,0,0,0,4,0,4,4
𤈯,0,0,0,0,0,2,0,2,2
𨔬,0,0,0,0,0,3,0,3,3
恖,0,0,0,0,0,2,0,2,2
𨙄,0,0,0,0,0,2,0,2,2
悥,0,0,0,0,0,3,0,3,3
𨔴,0,0,0,0,0,3,0,3,3
𨗥,0,0,0,0,0,4,0,4,4
瓆,0,0,0,0,0,4,0,4,4
鍏,0,0,0,0,0,7,0,7,7
銈,0,0,0,0,0,4,1,5,5
鏋,0,0,0,0,0,5,1,6,6
䤞,0,0,0,0,0,4,0,4,4
諯,0,0,0,0,0,2,0,2,2
侎,0,0,0,0,0,7,0,7,7
𧦜,0,0,0,0,0,2,0,2,2
𢐀,0,0,0,0,0,3,0,3,3
縓,0,0,0,0,0,4,0,4,4
晜,0,0,0,0,0,2,0,2,2
㻠,0,0,0,0,0,2,0,2,2
䥫,0,0,0,0,0,2,0,2,2
銏,0,0,0,0,0,2,0,2,2
𢔅,0,0,0,0,0,3,0,3,3
㣤,0,0,0,0,0,3,0,3,3
䥩,0,0,0,0,0,2,2,4,4
柖,0,0,0,0,0,6,0,6,6
𨓲,0,0,0,0,0,4,0,4,4
𨖷,0,0,0,0,0,4,0,4,4
䛴,0,0,0,0,0,4,0,4,4
𦈢,0,0,0,0,0,2,0,2,2
宬,0,0,0,0,0,6,3,9,9
椯,0,0,0,0,0,4,0,4,4
濄,0,0,0,0,0,3,0,3,3
瀬,0,0,0,0,0,5,0,5,5
𢔟,0,0,0,0,0,2,0,2,2
檞,0,0,0,0,0,2,0,2,2
㺬,0,0,0,0,0,2,0,2,2
棩,0,0,0,0,0,4,0,4,4
𣜅,0,0,0,0,0,3,0,3,3
𣔵,0,0,0,0,0,2,0,2,2
栥,0,0,0,0,0,4,0,4,4
枈,0,0,0,0,0,4,0,4,4
咊,0,0,0,0,0,5,0,5,5
𤃱,0,0,0,0,0,4,0,4,4
𠋪,0,0,0,0,0,3,0,3,3
𨭘,0,0,0,0,0,2,0,2,2
鉓,0,0,0,0,0,5,0,5,5
瓁,0,0,0,0,0,2,0,2,2
瑖,0,0,0,0,0,2,0,2,2
鑗,0,0,0,0,0,3,0,3,3
宖,0,0,0,0,0,2,0,2,2
錭,0,0,0,0,0,3,1,4,4
苯,0,0,0,0,0,4,0,4,4
䓇,0,0,0,0,0,2,0,2,2
笎,0,0,0,0,0,2,0,2,2
𥙀,0,0,0,0,0,2,0,2,2
㝜,0,0,0,0,0,3,0,3,3
𧫕,0,0,0,0,0,3,0,3,3
㻬,0,0,0,0,0,4,0,4,4
𧫧,0,0,0,0,0,3,0,3,3
䛆,0,0,0,0,0,2,0,2,2
𧭈,0,0,0,0,0,2,0,2,2
惖,0,0,0,0,0,3,0,3,3
儢,0,0,0,0,0,2,0,2,2
伈,0,0,0,0,0,3,1,4,4
𨊴,0,0,0,0,0,3,0,3,3
𨊮,0,0,0,0,0,1,0,1,1
忥,0,0,0,0,0,3,0,3,3
㻙,0,0,0,0,0,2,0,2,2
箌,0,0,0,0,0,2,0,2,2
㣻,0,0,0,0,0,6,0,6,6
䜋,0,0,0,0,0,4,0,4,4
徛,0,0,0,0,0,5,0,5,5
璭,0,0,0,0,0,2,0,2,2
䝰,0,0,0,0,0,2,0,2,2
䝬,0,0,0,0,0,3,0,3,3
貦,0,0,0,0,0,3,0,3,3
𨖏,0,0,0,0,0,2,0,2,2
譶,0,0,0,0,0,2,0,2,2
㔦,0,0,0,0,0,2,0,2,2
鏮,0,0,0,0,0,2,0,2,2
䥱,0,0,0,0,0,2,0,2,2
嫤,0,0,0,0,0,2,0,2,2
婠,0,0,0,0,0,2,0,2,2
謣,0,0,0,0,0,3,0,3,3
漌,0,0,0,0,0,4,1,5,5
𡑃,0,0,0,0,0,2,0,2,2
㥠,0,0,0,0,0,4,0,4,4
𪤇,0,0,0,0,0,2,0,2,2
䛊,0,0,0,0,0,2,0,2,2
𢥏,0,0,0,0,0,2,0,2,2
𣓗,0,0,0,0,0,3,0,3,3
䃙,0,0,0,0,0,2,0,2,2
棏,0,0,0,0,0,4,0,4,4
涆,0,0,0,0,0,6,0,6,6
𩼪,0,0,0,0,0,3,0,3,3
㶀,0,0,0,0,0,2,0,2,2
𤇀,0,0,0,0,0,4,0,4,4
𩺰,0,0,0,0,0,2,0,2,2
𤁩,0,0,0,0,0,2,0,2,2
蒾,0,0,0,0,0,2,0,2,2
𠍂,0,0,0,0,0,2,0,2,2
嗈,0,0,0,0,0,2,0,2,2
㮏,0,0,0,0,0,2,0,2,2
嶅,0,0,0,0,0,6,2,8,8
𤤨,0,0,0,0,0,3,0,3,3
岕,0,0,0,0,0,2,0,2,2
橾,0,0,0,0,0,2,0,2,2
檬,0,0,0,0,0,5,0,5,5
䎦,0,0,0,0,0,2,0,2,2
璏,0,0,0,0,0,2,0,2,2
瓍,0,0,0,0,0,3,0,3,3
㦘,0,0,0,0,0,2,0,2,2
峼,0,0,0,0,0,4,4,8,8
玐,0,0,0,0,0,5,0,5,5
鍢,0,0,0,0,0,2,2,4,4
𤕠,0,0,0,0,0,1,0,1,1
倯,0,0,0,0,0,5,0,5,5
樳,0,0,0,0,0,1,1,2,2
㟳,0,0,0,0,0,1,0,1,1
楢,0,0,0,0,0,2,1,3,3
㕆,0,0,0,0,0,1,0,1,1
㰍,0,0,0,0,0,3,0,3,3
鈶,0,0,0,0,0,4,0,4,4
𨓅,0,0,0,0,0,3,0,3,3
銵,0,0,0,0,0,3,0,3,3
𦼱,0,0,0,0,0,1,0,1,1
䚸,0,0,0,0,0,3,0,3,3
𢎦,0,0,0,0,0,3,0,3,3
龓,0,0,0,0,0,1,0,1,1
𨕍,0,0,0,0,0,1,0,1,1
撢,0,0,0,0,0,3,0,3,3
鐆,0,0,0,0,0,5,1,6,6
䤦,0,0,0,0,0,1,0,1,1
訅,0,0,0,0,0,3,0,3,3
灍,0,0,0,0,0,1,0,1,1
錊,0,0,0,0,0,2,1,3,3
誴,0,0,0,0,0,3,0,3,3
𠉡,0,0,0,0,0,5,0,5,5
𤃷,0,0,0,0,0,2,0,2,2
䨑,0,0,0,0,0,4,0,4,4
𩅼,0,0,0,0,0,1,0,1,1
迧,0,0,0,0,0,1,0,1,1
𣚃,0,0,0,0,0,2,0,2,2
琝,0,0,0,0,0,3,0,3,3
洐,0,0,0,0,0,3,0,3,3
𠬺,0,0,0,0,0,3,0,3,3
辡,0,0,0,0,0,2,0,2,2
𣇨,0,0,0,0,0,3,0,3,3
㬊,0,0,0,0,0,3,0,3,3
旡,0,0,0,0,0,1,1,2,2
䄂,0,0,0,0,0,1,0,1,1
𤤧,0,0,0,0,0,2,0,2,2
徎,0,0,0,0,0,2,0,2,2
𥙰,0,0,0,0,0,3,0,3,3
淎,0,0,0,0,0,3,0,3,3
峉,0,0,0,0,0,1,0,1,1
𤤆,0,0,0,0,0,2,0,2,2
𧫓,0,0,0,0,0,1,0,1,1
𧩹,0,0,0,0,0,2,0,2,2
𧥮,0,0,0,0,0,1,0,1,1
譒,0,0,0,0,0,4,0,4,4
䛻,0,0,0,0,0,2,0,2,2
訨,0,0,0,0,0,2,0,2,2
𧞧,0,0,0,0,0,1,0,1,1
阧,0,0,0,0,0,2,0,2,2
𨍫,0,0,0,0,0,4,0,4,4
𡗦,0,0,0,0,0,3,0,3,3
𨭛,0,0,0,0,0,1,0,1,1
𤃮,0,0,0,0,0,1,0,1,1
𤣯,0,0,0,0,0,1,0,1,1
蒀,0,0,0,0,0,3,0,3,3
䣘,0,0,0,0,0,3,0,3,3
栵,0,0,0,0,0,4,0,4,4
籕,0,0,0,0,0,2,0,2,2
𢈉,0,0,0,0,0,3,0,3,3
佬,0,0,0,0,0,1,3,4,4
䧜,0,0,0,0,0,2,0,2,2
𢓓,0,0,0,0,0,1,0,1,1
㵏,0,0,0,0,0,1,0,1,1
汘,0,0,0,0,0,3,0,3,3
袲,0,0,0,0,0,1,0,1,1
昷,0,0,0,0,0,18,1,19,19
椇,0,0,0,0,0,2,0,2,2
䕒,0,0,0,0,0,2,0,2,2
䅳,0,0,0,0,0,2,0,2,2
昡,0,0,0,0,0,1,0,1,1
祌,0,0,0,0,0,1,0,1,1
䖐,0,0,0,0,0,1,0,1,1
䖒,0,0,0,0,0,1,0,1,1
畓,0,0,0,0,0,1,0,1,1
灟,0,0,0,0,0,3,0,3,3
䱷,0,0,0,0,0,1,0,1,1
𢿊,0,0,0,0,0,1,0,1,1
鬳,0,0,0,0,0,1,0,1,1
霺,0,0,0,0,0,3,0,3,3
虨,0,0,0,0,0,2,0,2,2
㐳,0,0,0,0,0,2,0,2,2
𥾧,0,0,0,0,0,2,0,2,2
贙,0,0,0,0,0,2,0,2,2
涴,0,0,0,0,0,2,0,2,2
䨼,0,0,0,0,0,1,0,1,1
㑤,0,0,0,0,0,2,0,2,2
醁,0,0,0,0,0,1,0,1,1
𤲻,0,0,0,0,0,2,0,2,2
曕,0,0,0,0,0,2,0,2,2
㢗,0,0,0,0,0,2,0,2,2
硂,0,0,0,0,0,4,0,4,4
𨍉,0,0,0,0,0,1,0,1,1
㐻,0,0,0,0,0,1,0,1,1
㣭,0,0,0,0,0,1,0,1,1
徥,0,0,0,0,0,4,0,4,4
鐽,0,0,0,0,0,1,0,1,1
㼼,0,0,0,0,0,1,0,1,1
䦎,0,0,0,0,0,1,0,1,1
燱,0,0,0,0,0,2,3,5,5
藼,0,0,0,0,0,3,0,3,3
𣅀,0,0,0,0,0,2,0,2,2
迠,0,0,0,0,0,3,0,3,3
𣹕,0,0,0,0,0,3,0,3,3
楉,0,0,0,0,0,1,0,1,1
迿,0,0,0,0,0,4,0,4,4
邎,0,0,0,0,0,1,0,1,1
𤋃,0,0,0,0,0,3,0,3,3
𥩾,0,0,0,0,0,1,0,1,1
𨐌,0,0,0,0,0,1,0,1,1
誃,0,0,0,0,0,3,0,3,3
𦝚,0,0,0,0,0,3,0,3,3
𨰭,0,0,0,0,0,1,0,1,1
𫘌,0,0,0,0,0,1,0,1,1
屾,0,0,0,0,0,2,0,2,2
𫒍,0,0,0,0,0,1,0,1,1
𪻢,0,0,0,0,0,2,0,2,2
𧥥,0,0,0,0,0,2,0,2,2
誋,0,0,0,0,0,2,0,2,2
𥜗,0,0,0,0,0,1,0,1,1
懖,0,0,0,0,0,1,0,1,1
祍,0,0,0,0,0,1,0,1,1
𤎖,0,0,0,0,0,6,0,6,6
𥛦,0,0,0,0,0,2,0,2,2
𥛘,0,0,0,0,0,2,0,2,2
𡰥,0,0,0,0,0,1,0,1,1
浲,0,0,0,0,0,1,0,1,1
䤼,0,0,0,0,0,1,0,1,1
墑,0,0,0,0,0,2,0,2,2
䢱,0,0,0,0,0,2,0,2,2
㦢,0,0,0,0,0,3,0,3,3
悂,0,0,0,0,0,1,0,1,1
諕,0,0,0,0,0,2,0,2,2
𢪪,0,0,0,0,0,1,0,1,1
𥩲,0,0,0,0,0,2,0,2,2
𠴫,0,0,0,0,0,1,0,1,1
𨝎,0,0,0,0,0,2,0,2,2
𨞪,0,0,0,0,0,3,0,3,3
𨝍,0,0,0,0,0,3,0,3,3
𢋃,0,0,0,0,0,1,0,1,1
穮,0,0,0,0,0,2,0,2,2
𣇽,0,0,0,0,0,1,0,1,1
𡖾,0,0,0,0,0,1,0,1,1
䎌,0,0,0,0,0,1,0,1,1
𥥓,0,0,0,0,0,1,0,1,1
𡪿,0,0,0,0,0,1,0,1,1
嘐,0,0,0,0,0,1,0,1,1
屇,0,0,0,0,0,1,0,1,1
畕,0,0,0,0,0,2,0,2,2
檂,0,0,0,0,0,1,0,1,1
啔,0,0,0,0,0,2,0,2,2
𧬷,0,0,0,0,0,1,0,1,1
𩠪,0,0,0,0,0,1,0,1,1
泑,0,0,0,0,0,3,1,4,4
㬈,0,0,0,0,0,2,0,2,2
㣜,0,0,0,0,0,1,0,1,1
𠈰,0,0,0,0,0,1,0,1,1
𢘗,0,0,0,0,0,1,0,1,1
𡩁,0,0,0,0,0,2,0,2,2
䄡,0,0,0,0,0,2,0,2,2
㬚,0,0,0,0,0,3,0,3,3
𤃲,0,0,0,0,0,1,0,1,1
萂,0,0,0,0,0,1,0,1,1
𥝍,0,0,0,0,0,1,0,1,1
𦥚,0,0,0,0,0,1,0,1,1
覢,0,0,0,0,0,1,0,1,1
㢁,0,0,0,0,0,1,0,1,1
硍,0,0,0,0,0,2,4,6,6
菳,0,0,0,0,0,1,0,1,1
砡,0,0,0,0,0,1,0,1,1
椱,0,0,0,0,0,1,0,1,1
𧶷,0,0,0,0,0,1,0,1,1
昐,0,0,0,0,0,2,0,2,2
𦾵,0,0,0,0,0,2,0,2,2
荿,0,0,0,0,0,1,0,1,1
𢠸,0,0,0,0,0,3,0,3,3
梕,0,0,0,0,0,1,0,1,1
𢛓,0,0,0,0,0,2,0,2,2
錖,0,0,0,0,0,1,2,3,3
𢷻,0,0,0,0,0,1,0,1,1
濦,0,0,0,0,0,4,0,4,4
𣽤,0,0,0,0,0,1,0,1,1
湉,0,0,0,0,0,1,0,1,1
𡧪,0,0,0,0,0,1,0,1,1
旑,0,0,0,0,0,1,0,1,1
㒅,0,0,0,0,0,2,0,2,2
寁,0,0,0,0,0,1,0,1,1
𨯼,0,0,0,0,0,1,0,1,1
堬,0,0,0,0,0,1,0,1,1
䜂,0,0,0,0,0,5,0,5,5
𥘫,0,0,0,0,0,1,0,1,1
䪧,0,0,0,0,0,1,0,1,1
𩐨,0,0,0,0,0,1,0,1,1
䪩,0,0,0,0,0,1,0,1,1
俙,0,0,0,0,0,4,0,4,4
𣢝,0,0,0,0,0,3,0,3,3
㸁,0,0,0,0,0,2,0,2,2
𦀓,0,0,0,0,0,1,0,1,1
𣝑,0,0,0,0,0,1,0,1,1
綑,0,0,0,0,0,1,0,1,1
歬,0,0,0,0,0,1,0,1,1
𢻜,0,0,0,0,0,1,0,1,1
㟚,0,0,0,0,0,1,0,1,1
埻,0,0,0,0,0,1,2,3,3
罞,0,0,0,0,0,1,0,1,1
𤩬,0,0,0,0,0,2,0,2,2
𧧿,0,0,0,0,0,1,0,1,1
綤,0,0,0,0,0,2,0,2,2
袽,0,0,0,0,0,1,0,1,1
𠟭,0,0,0,0,0,3,0,3,3
𣴹,0,0,0,0,0,1,0,1,1
𢍎,0,0,0,0,0,2,0,2,2
𣶡,0,0,0,0,0,1,0,1,1
峮,0,0,0,0,0,1,0,1,1
𤁳,0,0,0,0,0,2,0,2,2
錪,0,0,0,0,0,2,0,2,2
䋕,0,0,0,0,0,1,0,1,1
簊,0,0,0,0,0,1,0,1,1
泏,0,0,0,0,0,1,0,1,1
𢛝,0,0,0,0,0,3,0,3,3
𤕯,0,0,0,0,0,1,0,1,1
澰,0,0,0,0,0,1,0,1,1
剻,0,0,0,0,0,1,0,1,1
𨹸,0,0,0,0,0,1,0,1,1
闙,0,0,0,0,0,1,0,1,1
𠗯,0,0,0,0,0,1,0,1,1
𣿩,0,0,0,0,0,2,0,2,2
壢,0,0,0,0,0,1,0,1,1
㤅,0,0,0,0,0,2,0,2,2
𢩨,0,0,0,0,0,1,0,1,1
捰,0,0,0,0,0,2,0,2,2
𩢱,0,0,0,0,0,1,0,1,1
竌,0,0,0,0,0,1,0,1,1
竜,0,0,0,0,0,1,0,1,1
僣,0,0,0,0,0,4,2,6,6
䝱,0,0,0,0,0,1,0,1,1
𪯎,0,0,0,0,0,2,0,2,2
𨧨,0,0,0,0,0,3,0,3,3
𠢻,0,0,0,0,0,1,0,1,1
𪜹,0,0,0,0,0,1,0,1,1
倎,0,0,0,0,0,1,0,1,1
㬦,0,0,0,0,0,1,0,1,1
𠌖,0,0,0,0,0,1,0,1,1
葍,0,0,0,0,0,3,0,3,3
揗,0,0,0,0,0,1,0,1,1
僺,0,0,0,0,0,1,0,1,1
熆,0,0,0,0,0,1,0,1,1
㙸,0,0,0,0,0,1,1,2,2
欱,0,0,0,0,0,1,0,1,1
𨫽,0,0,0,0,0,1,0,1,1
槂,0,0,0,0,0,1,0,1,1
浗,0,0,0,0,0,1,1,2,2
銐,0,0,0,0,0,1,0,1,1
俹,0,0,0,0,0,3,0,3,3
潥,0,0,0,0,0,1,0,1,1
㤏,0,0,0,0,0,3,0,3,3
慖,0,0,0,0,0,2,0,2,2
𢣾,0,0,0,0,0,1,0,1,1
𢞑,0,0,0,0,0,1,0,1,1
鎜,0,0,0,0,0,2,0,2,2
𣹳,0,0,0,0,0,1,0,1,1
𢘁,0,0,0,0,0,1,0,1,1
硨,0,0,0,0,0,1,1,2,2
礜,0,0,0,0,0,3,0,3,3
𢛧,0,0,0,0,0,1,0,1,1
𠞱,0,0,0,0,0,1,0,1,1
𧦧,0,0,0,0,0,1,0,1,1
𣜃,0,0,0,0,0,1,0,1,1
佅,0,0,0,0,0,1,0,1,1
嬹,0,0,0,0,0,1,0,1,1
𥜬,0,0,0,0,0,2,0,2,2
棜,0,0,0,0,0,1,0,1,1
䡮,0,0,0,0,0,2,0,2,2
菓,0,0,0,0,0,1,0,1,1
𥍓,0,0,0,0,0,1,0,1,1
絅,0,0,0,0,0,1,15,16,16
詑,0,0,0,0,0,2,0,2,2
爔,0,0,0,0,0,4,5,9,9
䯂,0,0,0,0,0,1,0,1,1
彵,0,0,0,0,0,1,0,1,1
仜,0,0,0,0,0,1,0,1,1
㑮,0,0,0,0,0,1,0,1,1
㫜,0,0,0,0,0,3,0,3,3
暰,0,0,0,0,0,2,0,2,2
𠌌,0,0,0,0,0,2,0,2,2
𣂈,0,0,0,0,0,1,0,1,1
悿,0,0,0,0,0,2,0,2,2
圾,0,0,0,0,0,1,0,1,1
侉,0,0,0,0,0,4,0,4,4
𤤂,0,0,0,0,0,2,0,2,2
𪲧,0,0,0,0,0,2,0,2,2
袥,0,0,0,0,0,1,0,1,1
襱,0,0,0,0,0,1,0,1,1
晲,0,0,0,0,0,3,0,3,3
㥯,0,0,0,0,0,2,0,2,2
惣,0,0,0,0,0,3,5,8,8
𠌡,0,0,0,0,0,1,0,1,1
𩆁,0,0,0,0,0,1,0,1,1
㥍,0,0,0,0,0,1,0,1,1
硡,0,0,0,0,0,1,0,1,1
禟,0,0,0,0,0,3,0,3,3
陾,0,0,0,0,0,1,1,2,2
噟,0,0,0,0,0,2,0,2,2
䙜,0,0,0,0,0,1,0,1,1
𢜯,0,0,0,0,0,1,0,1,1
𩓪,0,0,0,0,0,1,0,1,1
𠈐,0,0,0,0,0,1,0,1,1
譫,0,0,0,0,0,3,0,3,3
𨧮,0,0,0,0,0,1,0,1,1
𧀮,0,0,0,0,0,1,0,1,1
𩓨,0,0,0,0,0,1,0,1,1
𩒃,0,0,0,0,0,1,0,1,1
𣏾,0,0,0,0,0,3,0,3,3
郙,0,0,0,0,0,1,0,1,1
㭹,0,0,0,0,0,1,0,1,1
桗,0,0,0,0,0,1,0,1,1
滾,0,0,0,0,0,1,19,20,20
杺,0,0,0,0,0,3,0,3,3
𣷾,0,0,0,0,0,2,0,2,2
𣹪,0,0,0,0,0,1,0,1,1
鄷,0,0,0,0,0,1,0,1,1
𨛎,0,0,0,0,0,1,0,1,1
𥓖,0,0,0,0,0,1,0,1,1
櫾,0,0,0,0,0,1,0,1,1
邤,0,0,0,0,0,1,0,1,1
鄹,0,0,0,0,0,2,0,2,2
瀥,0,0,0,0,0,2,0,2,2
郔,0,0,0,0,0,1,0,1,1
𨛮,0,0,0,0,0,2,0,2,2
𨒚,0,0,0,0,0,1,0,1,1
郮,0,0,0,0,0,2,1,3,3
樀,0,0,0,0,0,1,1,2,2
𨟉,0,0,0,0,0,1,0,1,1
𦬸,0,0,0,0,0,2,0,2,2
䢿,0,0,0,0,0,2,0,2,2
𢽤,0,0,0,0,0,1,0,1,1
忛,0,0,0,0,0,1,0,1,1
濇,0,0,0,0,0,2,1,3,3
漮,0,0,0,0,0,4,0,4,4
㶍,0,0,0,0,0,2,0,2,2
溦,0,0,0,0,0,2,0,2,2
謟,0,0,0,0,0,4,0,4,4
䂛,0,0,0,0,0,2,0,2,2
袢,0,0,0,0,0,1,3,4,4
𤨎,0,0,0,0,0,1,0,1,1
恎,0,0,0,0,0,1,0,1,1
崶,0,0,0,0,0,3,0,3,3
繘,0,0,0,0,0,1,0,1,1
𨞾,0,0,0,0,0,1,0,1,1
𣿭,0,0,0,0,0,3,0,3,3
畣,0,0,0,0,0,2,0,2,2
𤓭,0,0,0,0,0,1,0,1,1
𣲴,0,0,0,0,0,2,0,2,2
軙,0,0,0,0,0,1,0,1,1
𥝡,0,0,0,0,0,1,0,1,1
焮,0,0,0,0,0,1,2,3,3
厡,0,0,0,0,0,2,0,2,2
啕,0,0,0,0,0,1,0,1,1
𧪮,0,0,0,0,0,1,0,1,1
熤,0,0,0,0,0,1,2,3,3
㤖,0,0,0,0,0,1,0,1,1
㽝,0,0,0,0,0,1,0,1,1
𢸨,0,0,0,0,0,2,0,2,2
稵,0,0,0,0,0,1,0,1,1
辝,0,0,0,0,0,1,0,1,1
蘂,0,0,0,0,0,2,0,2,2
勬,0,0,0,0,0,1,0,1,1
𧹞,0,0,0,0,0,1,0,1,1
顎,0,0,0,0,0,1,0,1,1
痗,0,0,0,0,0,1,0,1,1
𥘼,0,0,0,0,0,1,0,1,1
椏,0,0,0,0,0,1,1,2,2
爼,0,0,0,0,0,1,0,1,1
䜐,0,0,0,0,0,1,0,1,1
栺,0,0,0,0,0,1,1,2,2
䓅,0,0,0,0,0,1,0,1,1
𤩼,0,0,0,0,0,1,0,1,1
潫,0,0,0,0,0,2,0,2,2
禣,0,0,0,0,0,1,0,1,1
𢜬,0,0,0,0,0,1,0,1,1
㣼,0,0,0,0,0,1,0,1,1
䡾,0,0,0,0,0,3,0,3,3
佊,0,0,0,0,0,1,0,1,1
悘,0,0,0,0,0,1,0,1,1
䄚,0,0,0,0,0,1,0,1,1
𡉷,0,0,0,0,0,1,0,1,1
𤧖,0,0,0,0,0,1,0,1,1
𥚺,0,0,0,0,0,1,0,1,1
𫀒,0,0,0,0,0,1,0,1,1
𥛎,0,0,0,0,0,1,0,1,1
奲,0,0,0,0,0,2,0,2,2
綅,0,0,0,0,0,1,0,1,1
蒓,0,0,0,0,0,1,0,1,1
錩,0,0,0,0,0,1,0,1,1
湷,0,0,0,0,0,2,0,2,2
灄,0,0,0,0,0,1,6,7,7
䦣,0,0,0,0,0,1,0,1,1
葇,0,0,0,0,0,1,0,1,1
燂,0,0,0,0,0,1,3,4,4
晧,0,0,0,0,0,2,0,2,2
𢤷,0,0,0,0,0,2,0,2,2
㼄,0,0,0,0,0,1,0,1,1
㴧,0,0,0,0,0,2,0,2,2
𡴍,0,0,0,0,0,1,0,1,1
鉩,0,0,0,0,0,1,0,1,1
膆,0,0,0,0,0,2,0,2,2
𢤽,0,0,0,0,0,1,0,1,1
𣳥,0,0,0,0,0,1,0,1,1
価,0,0,0,0,0,1,0,1,1
揌,0,0,0,0,0,1,0,1,1
㗚,0,0,0,0,0,1,0,1,1
𤄷,0,0,0,0,0,1,0,1,1
崳,0,0,0,0,0,1,0,1,1
㻾,0,0,0,0,0,1,0,1,1
䄖,0,0,0,0,0,2,0,2,2
艗,0,0,0,0,0,1,0,1,1
𪼓,0,0,0,0,0,1,0,1,1
鏷,0,0,0,0,0,2,0,2,2
裪,0,0,0,0,0,2,0,2,2
㫵,0,0,0,0,0,2,0,2,2
灅,0,0,0,0,0,2,0,2,2
㳛,0,0,0,0,0,1,1,2,2
𡟇,0,0,0,0,0,1,0,1,1
雵,0,0,0,0,0,1,0,1,1
憠,0,0,0,0,0,1,0,1,1
𩱴,0,0,0,0,0,1,0,1,1
㺴,0,0,0,0,0,2,0,2,2
駬,0,0,0,0,0,1,0,1,1
徝,0,0,0,0,0,1,0,1,1
㤂,0,0,0,0,0,3,0,3,3
懯,0,0,0,0,0,1,0,1,1
㓗,0,0,0,0,0,1,0,1,1
𤤩,0,0,0,0,0,2,0,2,2
嵮,0,0,0,0,0,1,0,1,1
㻜,0,0,0,0,0,1,0,1,1
𪼐,0,0,0,0,0,1,0,1,1
𪼢,0,0,0,0,0,1,0,1,1
賥,0,0,0,0,0,1,0,1,1
溹,0,0,0,0,0,1,0,1,1
樘,0,0,0,0,0,2,2,4,4
𡌆,0,0,0,0,0,1,0,1,1
櫋,0,0,0,0,0,1,0,1,1
樤,0,0,0,0,0,2,3,5,5
㠓,0,0,0,0,0,14,0,14,14
臐,0,0,0,0,0,2,0,2,2
𦟔,0,0,0,0,0,1,0,1,1
㻡,0,0,0,0,0,1,0,1,1
𠟻,0,0,0,0,0,1,0,1,1
𢩷,0,0,0,0,0,1,0,1,1
憽,0,0,0,0,0,1,0,1,1
𠍼,0,0,0,0,0,1,0,1,1
埮,0,0,0,0,0,1,0,1,1
囩,0,0,0,0,0,1,0,1,1
臸,0,0,0,0,0,2,0,2,2
𤤄,0,0,0,0,0,1,0,1,1
㼌,0,0,0,0,0,1,0,1,1
皕,0,0,0,0,0,1,0,1,1
帇,0,0,0,0,0,1,0,1,1
𥠈,0,0,0,0,0,1,0,1,1
湭,0,0,0,0,0,1,0,1,1
櫭,0,0,0,0,0,1,0,1,1
峐,0,0,0,0,0,1,0,1,1
嵋,0,0,0,0,0,1,4,5,5
馤,0,0,0,0,0,1,0,1,1
懭,0,0,0,0,0,1,0,1,1
𢢗,0,0,0,0,0,1,0,1,1
𢌱,0,0,0,0,0,1,0,1,1
恅,0,0,0,0,0,1,0,1,1
怓,0,0,0,0,0,1,0,1,1
𦬗,0,0,0,0,0,1,0,1,1
溎,0,0,0,0,0,2,0,2,2
𨌰,0,0,0,0,0,1,0,1,1
𢜽,0,0,0,0,0,2,0,2,2
𨜒,0,0,0,0,0,1,0,1,1
荂,0,0,0,0,0,3,0,3,3
祘,0,0,0,0,0,1,0,1,1
愵,0,0,0,0,0,1,0,1,1
䧫,0,0,0,0,0,1,0,1,1
隢,0,0,0,0,0,1,0,1,1
𥇪,0,0,0,0,0,1,0,1,1
㘻,0,0,0,0,0,1,0,1,1
彔,0,0,0,0,0,2,0,2,2
鎀,0,0,0,0,0,2,2,4,4
䁗,0,0,0,0,0,1,0,1,1
𥕎,0,0,0,0,0,1,0,1,1
鈻,0,0,0,0,0,1,0,1,1
禆,0,0,0,0,0,1,0,1,1
𤦭,0,0,0,0,0,1,0,1,1
